epoch,attack_accuracy
0,0.030551415797317436
1,0.011922503725782414
2,0.013412816691505217
3,0.00894187779433681
4,0.00894187779433681
5,0.010432190760059613
6,0.012667660208643815
7,0.011922503725782414
8,0.011177347242921014
9,0.007451564828614009
10,0.00894187779433681
11,0.014157973174366617
12,0.013412816691505217
13,0.01713859910581222
14,0.028315946348733235
15,0.08047690014903129
16,0.184053651266766
17,0.4232488822652757
18,0.5715350223546944
19,0.7690014903129657
20,0.8412816691505216
21,0.9001490312965723
22,0.9433681073025335
23,0.9470938897168405
24,0.9575260804769001
25,0.9679582712369598
26,0.9731743666169895
27,0.981371087928465
28,0.9850968703427719
29,0.9873323397913562
30,0.9910581222056631
31,0.9873323397913562
32,0.9873323397913562
33,0.9873323397913562
34,0.9865871833084948
35,0.9850968703427719
36,0.981371087928465
37,0.9791356184798807
38,0.9769001490312966
39,0.9761549925484352
40,0.9754098360655737
41,0.973919523099851
42,0.9724292101341282
43,0.9716840536512668
44,0.970193740685544
45,0.9672131147540983
46,0.966467958271237
47,0.966467958271237
48,0.966467958271237
49,0.9657228017883756
50,0.9634873323397913
51,0.9634873323397913
52,0.9634873323397913
53,0.9634873323397913
54,0.9634873323397913
55,0.96274217585693
56,0.9619970193740686
57,0.9612518628912071
58,0.9612518628912071
59,0.9605067064083458
60,0.9605067064083458
61,0.9597615499254843
62,0.9590163934426229
63,0.9582712369597616
64,0.9567809239940388
65,0.9567809239940388
66,0.9567809239940388
67,0.9567809239940388
68,0.9560357675111774
69,0.9560357675111774
70,0.9552906110283159
71,0.9552906110283159
72,0.9538002980625931
73,0.9515648286140089
74,0.9508196721311475
75,0.9508196721311475
76,0.9508196721311475
77,0.9508196721311475
78,0.9508196721311475
79,0.9508196721311475
80,0.9493293591654247
81,0.9485842026825634
82,0.9485842026825634
83,0.9478390461997019
84,0.9463487332339792
85,0.9463487332339792
86,0.9456035767511177
87,0.9456035767511177
88,0.9456035767511177
89,0.9456035767511177
90,0.9456035767511177
91,0.9448584202682563
92,0.944113263785395
93,0.9433681073025335
94,0.9433681073025335
95,0.9426229508196722
96,0.9426229508196722
97,0.9411326378539493
98,0.9411326378539493
99,0.9411326378539493
100,0.940387481371088
101,0.940387481371088
102,0.9396423248882265
103,0.9396423248882265
104,0.9396423248882265
105,0.9388971684053651
106,0.9388971684053651
107,0.9388971684053651
108,0.9388971684053651
109,0.9388971684053651
110,0.9381520119225037
111,0.9374068554396423
112,0.9374068554396423
113,0.936661698956781
114,0.936661698956781
115,0.9359165424739195
116,0.9351713859910581
117,0.9351713859910581
118,0.9344262295081968
119,0.9344262295081968
120,0.9336810730253353
121,0.9336810730253353
122,0.9336810730253353
123,0.9336810730253353
124,0.9329359165424739
125,0.9329359165424739
126,0.9329359165424739
127,0.9329359165424739
128,0.9329359165424739
129,0.9329359165424739
130,0.9321907600596125
131,0.9307004470938898
132,0.9307004470938898
133,0.9307004470938898
134,0.9307004470938898
135,0.9307004470938898
136,0.9307004470938898
137,0.9307004470938898
138,0.9307004470938898
139,0.9307004470938898
140,0.9299552906110283
141,0.9299552906110283
142,0.9299552906110283
143,0.9299552906110283
144,0.9299552906110283
145,0.9299552906110283
146,0.9299552906110283
147,0.9299552906110283
148,0.9284649776453056
149,0.9284649776453056
150,0.9284649776453056
151,0.9284649776453056
152,0.9277198211624441
153,0.9277198211624441
154,0.9277198211624441
155,0.9277198211624441
156,0.9277198211624441
157,0.9277198211624441
158,0.9277198211624441
159,0.9277198211624441
160,0.9277198211624441
161,0.9277198211624441
162,0.9277198211624441
163,0.9277198211624441
164,0.9269746646795827
165,0.9262295081967213
166,0.9254843517138599
167,0.9254843517138599
168,0.9254843517138599
169,0.9254843517138599
170,0.9247391952309985
171,0.9247391952309985
172,0.9247391952309985
173,0.9247391952309985
174,0.9247391952309985
175,0.9239940387481371
176,0.9239940387481371
177,0.9232488822652757
178,0.9232488822652757
179,0.9225037257824144
180,0.9225037257824144
